date,trip,month,year,time ,site ,kelp_pile_num,Dominant_species,kelp_L_m,kelp_W_m,kelp_D_m,ellipse_A_m2,sarg,sarg_L_1,sarg_W_1,sarg1_A,sarg_L_2,sarg_W_2,sarg2_A,sarg_L_3,sarg_W_3,sarg3_A,sarg_L_4,sarg_W_4,sarg4_A,sarg_total,ratio,percent
12/7/22,4,December,2022,12:30 PM,Cosign,7,M. pyrifera,1.25,0.99,0.1,1.976358209,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,12:30 PM,Cosign,8,M. pyrifera,1.18,0.44,0.19,0.894776291,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,12:30 PM,Cosign,9,M. pyrifera,1.12,0.56,0.18,1.052985565,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,12:30 PM,Cosign,10,M. pyrifera,1.41,0.46,0.13,1.070305994,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/23,3,September,2022,3:10 PM,Cosign,5,M. pyrifera,2.14,0.62,0.4,2.42939044,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,1,M. pyrifera,4.56,2.8,0.63,20.94718016,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,2,M. pyrifera,4.99,0.82,0.3,6.860008958,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,3,M. pyrifera,5.67,2,0.56,18.71630254,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,4,M. pyrifera,4.26,2.4,0.5,16.6752146,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,6,M. pyrifera,7.71,2.51,0.38,31.03566093,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,7,M. pyrifera,1.88,0.48,0.16,1.504816327,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,8,M. pyrifera,2.66,1.11,0.58,5.25232274,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,9,M. pyrifera,2.09,0.56,0.41,2.199326154,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,10,M. pyrifera,1.73,0.94,0.22,2.668518211,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,11,M. pyrifera,4.17,3.44,0.09,22.64250695,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,12,M. pyrifera,3.81,2.38,0.19,14.40511475,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,13,M. pyrifera,2.98,2.25,0.62,11.23190707,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,14,E. menziesii,2.26,0.69,0.12,2.510759323,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,3:10 PM,Cosign,15,M. pyrifera,2.84,0.52,0.29,2.612645752,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,1,M. pyrifera,1.02,0.26,0.13,0.463163852,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,2,M. pyrifera,1.51,0.68,0.21,1.713847194,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,3,M. pyrifera,1.53,0.54,0.21,1.404408385,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,4,M. pyrifera,1.86,0.66,0.15,2.00073745,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,5,M. pyrifera,2.23,0.55,0.17,2.032317506,y,0.25,0.09,0.017671459,0,0,0,0,0,0,0,0,0,0.017671459,0.008695225,0.86952255
3/14/22,1,March,2022,1:50 PM,Red Eye,6,M. pyrifera,2.23,0.91,0.29,3.390445542,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,7,M. pyrifera,1.19,0.42,0.1,0.816570457,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,8,M. pyrifera,2.52,1.14,0.29,4.72564694,y,0.23,0.07,0.01264491,0.4,0.03,0.009424778,0.1,0.04,0.003141593,0.09,0.03,0.002120575,0.027331856,0.005783728,0.578372789
3/14/22,1,March,2022,1:50 PM,Red Eye,9,M. pyrifera,3.12,0.17,0.12,0.974241769,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,10,M. pyrifera,2.78,0.4,0.14,1.85586913,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,11,M. pyrifera,1.12,0.42,0.21,0.828052976,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,12,M. pyrifera,1.25,0.83,0.29,1.77300777,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,13,M. pyrifera,1.84,0.58,0.26,1.842010611,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,14,M. pyrifera,1.84,0.46,0.14,1.400996195,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,15,M. pyrifera,1.58,0.61,0.28,1.676257234,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,16,M. pyrifera,4.85,3.94,0.03,30.12104974,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,17,M. pyrifera,1.36,0.61,0.09,1.331625828,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,18,M. pyrifera,2.75,1.84,0.25,8.128886634,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,19,M. pyrifera,1.37,0.79,0.13,1.747180502,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,1:50 PM,Red Eye,20,M. pyrifera,1.54,0.57,0.26,1.523751794,y,0.25,0.07,0.013744468,0,0,0,0,0,0,0,0,0,0.013744468,0.009020149,0.902014886
5/10/22,2,May,2022,9:53 AM,Red Eye,1,M. pyrifera,2.7,0.75,0.05,3.206044748,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,2,M. pyrifera,2.28,0.71,0.1,2.59087158,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,3,M. pyrifera,2.02,0.55,0.11,1.797143585,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,4,M. pyrifera,4.45,0.98,0.24,7.114595498,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,5,M. pyrifera,2.83,1.37,0.23,6.252818817,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,6,M. pyrifera,2.43,1.2,0.24,4.737971542,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,7,M. pyrifera,2.89,1.49,0.18,6.882659722,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,8,Stephanocystis spp.,2.03,1.1,0.23,3.640607792,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,9,M. pyrifera,1.22,0.51,0.13,1.022536174,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,10,M. pyrifera,4.32,1.37,0.36,9.716824068,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,11,M. pyrifera,1.6,0.56,0.13,1.461759212,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,12,M. pyrifera,5.22,1.21,0.16,10.08721226,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,13,M. pyrifera,3.06,1.31,0.31,6.559941099,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,14,M. pyrifera,4.52,1.75,0.1,12.51437091,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,9:53 AM,Red Eye,15,M. pyrifera,3.15,0.27,0.11,1.438000059,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,1,M. pyrifera,2.41,0.95,0.1,3.645657372,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,2,M. pyrifera,3.48,1.49,0.14,8.244360297,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,3,Phylospadix spp.,2.62,0.6,0.09,2.517822346,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,4,M. pyrifera,1.87,0.91,0.09,2.708898998,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,5,M. pyrifera,2.27,0.8,0.13,2.919446917,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,6,M. pyrifera,1.35,0.79,0.11,1.712391202,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,7,M. pyrifera,2.24,0.59,0.08,2.112354016,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,8,M. pyrifera,1.43,0.73,0.16,1.704806924,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,9,M. pyrifera,1.48,1.28,0.15,3.039188939,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,10,M. pyrifera,3.6,0.91,0.18,5.295228771,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,11,M. pyrifera,2.81,0.93,0.11,4.167684263,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,12,M. pyrifera,2,1.2,0.08,3.804596502,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,13,M. pyrifera,2.16,0.97,0.06,3.317250791,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,14,M. pyrifera,1.62,0.89,0.08,2.29293633,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/22,3,September,2022,12:35 PM,Red Eye,15,M. pyrifera,1.41,0.74,0.13,1.686939915,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,1,M. pyrifera,1.94,0.64,0.23,2.090808334,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,2,M. pyrifera,1.03,0.49,0.31,0.93725701,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,3,M. pyrifera,1.5,1,0.14,2.411878356,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,4,M. pyrifera,1.02,0.63,0.16,1.063035689,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,5,M. pyrifera,1,0.63,0.18,1.052677065,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,6,M. pyrifera,1.58,0.6,0.14,1.548155268,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,7,M. pyrifera,2.08,0.94,0.17,3.160244657,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,8,M. pyrifera,2.19,1.41,0.2,4.965302462,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,9,M. pyrifera,1.91,0.7,0.23,2.236017098,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/22,4,December,2022,11:12 AM,Red Eye,10,M. pyrifera,2.49,0.62,0.22,2.58816618,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,1,M. pyrifera,1.1,0.42,0.13,0.769162176,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,2,M. pyrifera,1.51,0.44,0.09,1.076083887,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,3,M. pyrifera,1.14,0.24,0.13,0.482502524,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,4,M. pyrifera,1.47,0.59,0.17,1.436793505,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,5,M. pyrifera,1.65,0.55,0.15,1.49421034,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,6,M. pyrifera,3.62,1.91,0.33,11.17197813,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,7,M. pyrifera,1.49,1.05,0.18,2.536594215,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,8,M. pyrifera,1.29,0.8,0.14,1.671570011,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,9,M. pyrifera,2.38,0.81,0.16,3.120523957,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,10,M. pyrifera,1.51,0.51,0.09,1.241143355,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,11,M. pyrifera,1.22,0.65,0.11,1.280439387,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:15 AM,Tender,12,M. pyrifera,1.45,0.65,0.26,1.615868781,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,13,M. pyrifera,4.05,3.19,0.42,20.77415119,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43,Tender,14,M. pyrifera,2.46,1.21,0.37,4.972812282,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,15,M. pyrifera,2.17,2.04,0.27,7.138063851,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,16,M. pyrifera,1.51,0.72,0.17,1.781406014,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,17,M. pyrifera,4.11,1.25,0.38,8.517361893,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,18,M. pyrifera,1.59,0.85,0.34,2.329653169,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,19,Stephanocystis spp.,1.76,0.55,0.1,1.561134979,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/22,1,March,2022,11:43 AM,Tender,20,M. pyrifera,3.19,1.5,0.66,8.319640742,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,1,M. pyrifera,3.99,0.94,0.39,6.386627666,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,2,M. pyrifera,3.85,0.94,0.35,6.094147374,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,3,M. pyrifera,2.51,0.93,0.36,3.969433051,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,4,M. pyrifera,5.52,1.63,0.41,14.72506267,y,0.23,0.09,0.016257742,0,0,0,0,0,0,0,0,0,0.016257742,0.001104086,0.110408644
5/10/22,2,May,2022,12:09 PM,Tender,5,M. pyrifera,3.89,0.93,0.27,5.966084214,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,6,M. pyrifera,1.4,0.9,0.31,2.146914503,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,7,M. pyrifera,4.66,3.52,0.47,26.37367033,y,0.17,0.05,0.006675884,0,0,0,0,0,0,0,0,0,0.006675884,0.000253127,0.025312685
5/10/22,2,May,2022,12:09 PM,Tender,8,M. pyrifera,7.25,2.09,0.43,24.54622182,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,9,M. pyrifera,6.89,5.97,0.47,65.44461706,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,10,M. pyrifera,5.59,5.41,0.44,48.18125327,y,0.42,0.05,0.016493361,0,0,0,0,0,0,0,0,0,0.016493361,0.000342319,0.034231905
5/10/22,2,May,2022,12:09 PM,Tender,11,M. pyrifera,1.71,1.03,0.43,3.068392804,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,12,M. pyrifera,3.19,0.8,0.19,4.159210103,y,0.67,0.09,0.047359509,0,0,0,0,0,0,0,0,0,0.047359509,0.011386659,1.138665944
5/10/22,2,May,2022,12:09 PM,Tender,13,M. pyrifera,1.39,0.89,0.19,2.024841483,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,14,M. pyrifera,4.35,2.88,0.31,20.00649241,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/22,2,May,2022,12:09 PM,Tender,15,M. pyrifera,3.55,1.8,0.37,10.39971064,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,1,M. pyrifera,2.1,1.4,0.15,4.694789724,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,2,M. pyrifera,1.91,0.82,0.11,2.506998172,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,3,M. pyrifera,2.01,1.5,0.16,4.818330649,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,4,M. pyrifera,1.48,0.33,0.11,0.813586906,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,5,M. pyrifera,1.22,0.36,0.1,0.723237855,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,6,M. pyrifera,1.12,0.18,0.06,0.335233962,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,7,M. pyrifera,2.18,1.05,0.18,3.694260973,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,8,Phylospadix spp.,1.32,0.37,0.12,0.813257886,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,9,M. pyrifera,1.5,0.43,0.08,1.040674905,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,10,M. pyrifera,1.78,1.1,0.17,3.156056342,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,11,M. pyrifera,2.47,2,0.2,7.889307616,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,12,M. pyrifera,1.87,0.7,0.12,2.108757473,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,13,M. pyrifera,2.7,0.92,0.26,4.10089206,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,14,M. pyrifera,1.55,0.78,0.19,1.986395943,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,12:00 PM,Tender,15,M. pyrifera,3.3,1.41,0.15,7.4123969,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,1,M. pyrifera,2.08,1.08,0.35,3.77783716,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,2,M. pyrifera,2.75,1.58,0.41,7.187569754,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,3,M. pyrifera,1.14,0.51,0.16,0.971637416,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,4,M. pyrifera,2.17,0.71,0.07,2.449739553,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,5,M. pyrifera,3.98,2.13,0.27,13.56815644,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,6,M. pyrifera,3,0.71,0.25,3.566830244,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,7,M. pyrifera,2.34,1.2,0.33,4.654451715,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,8,M. pyrifera,4.21,2.06,0.45,14.1526874,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,9,M. pyrifera,2.92,0.94,0.29,4.558513343,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,2:03 PM,Tender,10,M. pyrifera,2.81,1.13,0.21,5.133023894,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/23,3,September,2022,1:35 PM,Tranquility,2,M. pyrifera,1.38,0.28,0.1,0.343675099,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,1,M. pyrifera,1.18,0.52,0.13,0.525930827,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,3,Phylospadix spp.,1.3,0.44,0.08,0.473621806,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,4,M. pyrifera,4.56,0.98,0.38,4.037817453,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,5,Phylospadix spp.,1.67,0.44,0.09,0.612421093,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,6,Phylospadix spp.,1.2,0.52,0.08,0.512543727,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,7,M. pyrifera,5.8,1.68,0.31,8.064531204,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,8,M. pyrifera,5.1,0.91,0.23,3.933230215,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,9,M. pyrifera,1.63,0.42,0.26,0.702298792,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,10,M. pyrifera,1.19,0.56,0.06,0.538730265,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,11,M. pyrifera,2.47,0.58,0.2,1.269179004,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,12,M. pyrifera,1.68,0.7,0.34,1.143415165,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,13,M. pyrifera,6.34,2.25,0.29,11.59068342,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,14,M. pyrifera,1.45,0.7,0.2,0.888310414,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/22,3,September,2022,1:35 PM,Tranquility,15,E. menziesii,1,0.45,0.18,0.418152656,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/22,4,December,2022,None found,Tranquility,0,na,0,0,0,0,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,6,M. pyrifera,1.58,0.74,,0.92,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,7,M. pyrifera,1.98,1.27,,1.97,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,8,M. pyrifera,1.09,0.96,,0.82,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,9,M. pyrifera,2.74,0.74,,1.59,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,10,M. pyrifera,1.38,0.62,,0.67,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,11,M. pyrifera,2.53,0.68,,1.35,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
